,frame,y,x,A,bg,x0,y0,x_std,y_std,sigma,niter,neglogL,retcode,xy_std,particle,dx,dy,step_length,step_sigma,p_value,Rg,log_p_values,track_length,motion
6058,70,450.852620791242,233.20692054035325,40.13109632354572,106.55528999408797,233,451,0.24669504528653344,0.20407019685794742,1.6302414284511486,6,12.256923719403547,0,0.22638804144053876,82,0.2576976408588507,0.06675135781813424,0.2662025880317128,0.35251965080773556,0.751923916211944,3.8719387504877356,-1643.0291804531805,181,mobile
6059,71,451.3991388506773,233.65544945328153,43.09396331317334,105.99477688487849,233,451,0.20156935143073337,0.2169786284922928,1.6953704776440417,6,16.160346296477435,0,0.20941576905596546,82,0.4485289129282819,0.5465180594353001,0.7070079030828103,0.3083934331930311,0.07223022085254512,3.8719387504877356,-1643.0291804531805,181,mobile
6060,72,450.81179425607525,233.97520756419624,62.967285176021356,106.53684564655278,234,451,0.14370544066804247,0.15003377490893785,1.6170308943518874,5,15.13198843619758,0,0.1469036883318831,82,0.3197581109147052,-0.5873445946020297,0.6687442876795012,0.25580394440823717,0.03280278917506587,3.8719387504877356,-1643.0291804531805,181,mobile
6061,73,451.3495637194103,234.32641493742778,66.18633577635143,108.23653324260371,235,452,0.13926701971963182,0.15251884563873952,1.437713518992265,10,18.93059015408117,0,0.14604331730100145,82,0.3512073732315457,0.5377694633350529,0.6422948035815588,0.20714570759200404,0.008171180201434071,3.8719387504877356,-1643.0291804531805,181,mobile
6062,74,451.98457008152144,235.19248943329694,44.661856100466544,105.89826428228994,235,452,0.1964267886251381,0.2068318665920553,1.8518196491761387,5,13.523445564163916,0,0.20169643567442938,82,0.8660744958691566,0.6350063621111417,1.0739264929764236,0.2490182778272515,9.147569891545466e-05,3.8719387504877356,-1643.0291804531805,181,mobile
6063,75,452.1131191597841,235.88960787918234,37.64503797207044,106.33531242494794,236,452,0.2411827544077034,0.2354623917933346,1.832748066569281,5,13.569155401512003,0,0.2383397354331883,82,0.6971184458853941,0.12854907826266526,0.7088716337362131,0.31222953359688993,0.07598235761174542,3.8719387504877356,-1643.0291804531805,181,mobile
6064,76,452.19383054853984,236.94935137915712,34.64557888012119,109.21697363752301,237,452,0.25204238488603475,0.272843272892385,1.4904135093108228,5,14.14381744723938,0,0.2626488295630389,82,1.0597434999747861,0.0807113887557307,1.0628125959047006,0.354669193978271,0.011221790802361069,3.8719387504877356,-1643.0291804531805,181,mobile
6065,77,452.9985182420921,236.6935896764075,35.518463714521566,109.16449292904748,236,452,0.2401729901364843,0.26905282180478507,1.6680524747549064,6,16.907128155638638,0,0.2550220442552146,82,-0.2557617027496235,0.8046876935522391,0.844355572462105,0.36608831001131803,0.06996219213131206,3.8719387504877356,-1643.0291804531805,181,mobile
6066,78,452.81988894253675,237.17206231653782,49.942702623814576,108.20763086933933,237,453,0.1770700447621986,0.1891766941330033,1.5503276626518416,4,16.936842387045846,0,0.18322339145859473,82,0.4784726401303203,-0.17862929955532536,0.510729374534993,0.31401760178960997,0.26642933912943223,3.8719387504877356,-1643.0291804531805,181,mobile
6067,79,452.63551733859293,237.31088987583647,55.135260248790054,107.04312251000242,237,452,0.16681040882146586,0.16577433916381715,1.5630135324998582,5,16.284453005275278,0,0.16629318088301884,82,0.13882755929864743,-0.18437160394381635,0.2307942364133796,0.24743531111339356,0.647259927176838,3.8719387504877356,-1643.0291804531805,181,mobile
6068,80,452.48283269879954,237.63878379069274,68.20007785971794,105.77003468797648,238,453,0.13324844232168775,0.13912763291346755,1.5288300670581323,5,14.177881769070634,0,0.13621975925184407,82,0.3278939148562756,-0.1526846397933923,0.36170017781114305,0.21496335692118038,0.2427814656407277,3.8719387504877356,-1643.0291804531805,181,mobile
6069,81,451.9444474384633,237.75382351850556,59.395305212348276,106.33508008366634,237,452,0.15269882360450582,0.15624023783996804,1.6393034510184004,4,12.886883134055088,0,0.15447967932788081,82,0.11503972781281391,-0.5383852603362129,0.5505386703243815,0.20596066162225068,0.028084426958674066,3.8719387504877356,-1643.0291804531805,181,mobile
6070,82,451.9670978181345,237.70343575090774,81.67740088941997,105.81963991523504,238,452,0.1134125767857502,0.11715581215977866,1.4639476199820034,4,14.656633232288277,0,0.1152993861562173,82,-0.05038776759781172,0.02265037967117678,0.05524460899254825,0.19276389644652187,0.9597643296923006,3.8719387504877356,-1643.0291804531805,181,mobile
6071,83,451.7807178090651,236.6732714103427,44.69316345989404,106.14176017239657,237,452,0.20069729113852489,0.20418266527131673,1.706788376458511,4,15.436285247458278,0,0.20244747895150533,82,-1.030164340565051,-0.18638000906940988,1.0468887602570482,0.23297838994597914,4.125335292324987e-05,3.8719387504877356,-1643.0291804531805,181,mobile
6072,84,452.4652792380582,236.4104752286794,53.91232212606373,105.58781989428383,237,453,0.1690196350378785,0.1707052913579565,1.7620305280607722,5,12.74926220948196,0,0.1698645541688178,82,-0.26279618166330465,0.6845614289931063,0.7332708797994753,0.2642705971098401,0.021290970583969986,3.8719387504877356,-1643.0291804531805,181,mobile
6073,85,452.4349742418185,236.8214121106687,61.8202100638623,106.37410543455644,237,452,0.14492224257917605,0.15343536362445126,1.644309093694427,4,11.662931351068929,0,0.14923951756278417,82,0.4109368819893007,-0.030304996239692628,0.41205280459690624,0.22611147773906526,0.19004999682250606,3.8719387504877356,-1643.0291804531805,181,mobile
6074,86,453.31904886432915,235.98304984952247,50.16027226827231,103.38656715195394,235,454,0.17757225955228245,0.18802746653911354,1.9701064331962093,5,13.518805964684407,0,0.18287459574202838,82,-0.8383622611462158,0.8840746225106386,1.2183756477710495,0.23604141875989237,1.638731972868059e-06,3.8719387504877356,-1643.0291804531805,181,mobile
6075,87,454.735057102294,236.45789845762621,72.04879602297108,104.86766999707328,237,455,0.12948648456464096,0.1287442862477659,1.6745830222694194,4,14.492593519787688,0,0.12911591870554862,82,0.4748486081037413,1.4160082379648316,1.4935061200418054,0.22386164975490586,2.1619350823810375e-10,3.8719387504877356,-1643.0291804531805,181,mobile
6076,88,454.8927898660207,235.53548836278773,74.65106783817849,107.80446833158015,236,455,0.12178143119284478,0.13383253049332688,1.4737628957406628,6,10.913965014648316,0,0.12794894138214832,82,-0.922410094838483,0.15773276372669898,0.9357991279183807,0.18177417876032412,1.7573938732108075e-06,3.8719387504877356,-1643.0291804531805,181,mobile
6077,89,455.46397913155414,235.54543582815504,104.05026099852248,105.15798831864238,235,455,0.0944570155425341,0.09186473230013376,1.5169502797221293,4,11.618418740392213,0,0.09316989005515078,82,0.009947465367304176,0.5711892655334623,0.5712758783003968,0.15827684610738652,0.0014829992118018049,3.8719387504877356,-1643.0291804531805,181,mobile
6078,90,455.9585396122675,235.8453297357726,105.18372043118218,104.15256850387297,236,456,0.09053365593889373,0.09349027531720756,1.6131228317711133,5,11.828602914507487,0,0.0920238404886181,82,0.29989390761755885,0.49456048071334635,0.5783825938853495,0.13095425014547452,5.809001179559727e-05,3.8719387504877356,-1643.0291804531805,181,mobile
6079,91,455.4599170189233,235.91831644051584,97.98311543736274,106.83208481975726,236,455,0.09900205345670421,0.09924306076705468,1.4605737906449565,4,10.031382448285738,0,0.09912263036021952,82,0.07298670474324354,-0.49862259334418013,0.5039360571169254,0.13525414251623993,0.0009673377332972224,3.8719387504877356,-1643.0291804531805,181,mobile
6080,92,455.34566791869133,235.94140831888555,89.41785511109252,104.70829730780684,236,455,0.10907393010007345,0.10398963002322306,1.6221585857676193,4,17.79812467840236,0,0.10656210719538753,82,0.02309187836971205,-0.11424910023197299,0.11655939151547157,0.14553617605066438,0.7256282279724472,3.8719387504877356,-1643.0291804531805,181,mobile
6081,93,455.3248518403625,236.1641901682777,99.25722987127446,106.17003509031805,236,455,0.09713804225764547,0.09795988273945822,1.4857740705024207,4,14.901546355222932,0,0.09754982798543656,82,0.22278184939216317,-0.02081607832883492,0.22375223247061618,0.14446955260507152,0.3013849218387548,3.8719387504877356,-1643.0291804531805,181,mobile
6082,94,454.50638036276337,235.0404202850681,95.00414728166342,104.47766972632654,235,455,0.10152781938038558,0.10043882838622353,1.6309299319263846,4,15.320232253134257,0,0.10098479181474174,82,-1.1237698832096044,-0.8184714775991324,1.3902353434049342,0.14040618618086237,5.138569526151979e-22,3.8719387504877356,-1643.0291804531805,181,mobile
6083,95,455.1141512840225,234.00316759440096,97.96924919725276,106.90618484889488,234,455,0.09610354648419785,0.10200245175410035,1.4820273916954285,4,14.467553611204218,0,0.09909690159305674,82,-1.0372526906671453,0.6077709212591458,1.202197420153788,0.1414854200375809,2.1003602029231015e-16,3.8719387504877356,-1643.0291804531805,181,mobile
6084,96,455.4497041281,234.07659099198995,94.4126388166938,105.84202612003821,234,455,0.1047745161455167,0.10008906891116057,1.4473596822523558,5,17.491844446298497,0,0.10245857931142269,82,0.0734233975889822,0.3355528440774833,0.3434919307378233,0.1425410690989059,0.0548305250297703,3.8719387504877356,-1643.0291804531805,181,mobile
6085,97,454.95177538851397,234.61232348613242,86.04271712579575,105.31716262868433,234,455,0.10915988012377618,0.11175244534988701,1.6094068044366114,4,13.90799423517177,0,0.11046376887992884,82,0.5357324941424793,-0.4979287395860297,0.7313975218619856,0.15066520736279304,7.63423080694995e-06,3.8719387504877356,-1643.0291804531805,181,mobile
6086,98,455.2375578389494,235.298167839104,104.64712816715583,104.63128727052033,235,455,0.09434036624275549,0.09153609855826728,1.5390175482555728,5,14.421191894420005,0,0.09294880860475313,82,0.6858443529715714,0.28578245043541983,0.7430034222531324,0.1443666348440711,1.771005275642826e-06,3.8719387504877356,-1643.0291804531805,181,mobile
6087,99,455.2758081492357,235.6490436001994,134.9991495603164,104.42850168550791,236,455,0.0744885176870887,0.07501188687483763,1.5058388795301199,5,16.60822392992221,0,0.07475066033067254,82,0.3508757610954092,0.038250310286287004,0.3529545097619237,0.11927758482177031,0.012548657666494762,3.8719387504877356,-1643.0291804531805,181,mobile
6088,100,454.9308296098921,235.23524765246677,154.0842053328488,105.86667698739015,235,455,0.06758169405194284,0.06630405630627789,1.3779396062760232,4,16.324069147738747,0,0.06694592315293171,82,-0.4137959477326376,-0.3449785393435718,0.5387367436583254,0.10034648896035088,5.508406913971831e-07,3.8719387504877356,-1643.0291804531805,181,mobile
6089,101,454.97997015541466,235.17807767136412,138.62212833722702,105.61779295184945,235,455,0.0714617146261935,0.0748164689424019,1.4147172492644542,4,15.274971724624475,0,0.0731583237995681,82,-0.05716998110264626,0.04914054552256175,0.07538700122389731,0.09916600711917714,0.7490423867032209,3.8719387504877356,-1643.0291804531805,181,mobile
6090,102,455.07985918224523,234.43982456867568,148.2379659301775,106.85218063492655,234,455,0.06955294936861552,0.06943760277207531,1.3773622637039582,4,12.866883313316828,0,0.06949530000153145,82,-0.7382531026884465,0.09988902683056722,0.744980175112248,0.10090459386700543,1.4572667272854631e-12,3.8719387504877356,-1643.0291804531805,181,mobile
6091,103,455.56710390029656,233.8301703633907,149.6353678012425,107.66256524477443,234,456,0.06778804880548521,0.07065243880613417,1.3623185834554836,4,13.091391654488977,0,0.06923505856901321,82,-0.6096542052849827,0.4872447180513291,0.7804394052651256,0.09809734989976818,1.802361249630668e-14,3.8719387504877356,-1643.0291804531805,181,mobile
6092,104,456.53091052520915,233.30103441597066,132.37182342973992,106.68035235523274,233,457,0.07463065580551237,0.07874270760206631,1.4225365333423425,5,16.924135694193577,0,0.07671423852996707,82,-0.5291359474200306,0.9638066249125927,1.0995035520986263,0.10333715560381646,2.6122629880495133e-25,3.8719387504877356,-1643.0291804531805,181,mobile
6093,105,455.16737595281955,233.54896534119644,125.82402466269406,104.83963758183404,234,455,0.07843478411169509,0.07997577740584731,1.4475996679437222,4,12.831353334744442,0,0.0792090283058625,82,0.24793092522577354,-1.3635345723895966,1.3858918694418365,0.11026851118243872,4.997430579283519e-35,3.8719387504877356,-1643.0291804531805,181,mobile
6094,106,455.64684783080935,234.05071667720543,144.60300712137337,105.59591115221679,234,456,0.06968199272388392,0.07169858107203977,1.4388688425251412,4,13.817414645453633,0,0.07069747745752769,82,0.5017513360089936,0.47947187798979485,0.6940084185151292,0.10617063381188116,5.266957380814146e-10,3.8719387504877356,-1643.0291804531805,181,mobile
6095,107,455.2489586608875,234.01262630523132,113.87149341302604,106.85323100409838,234,455,0.08509875607319826,0.08959186273386212,1.4645547114713264,5,14.308571599694778,0,0.0873741957139775,82,-0.03809037197410703,-0.3978891699218252,0.39970822855953936,0.11239387614777809,0.0017933058002370216,3.8719387504877356,-1643.0291804531805,181,mobile
6096,108,455.2133676944133,234.07253759717756,113.32150585342217,106.44966083239859,234,455,0.08804434386333354,0.08724692500916281,1.3660888714366208,5,12.28233905605713,0,0.08764654131761104,82,0.05991129194623568,-0.03559096647421711,0.06968557811510162,0.1237584998357856,0.8533991412559083,3.8719387504877356,-1643.0291804531805,181,mobile
6097,109,456.11166146865304,233.85984715781524,102.75383393954529,104.27748273311228,234,456,0.09518071602783064,0.09399849111680662,1.5419147771884416,5,20.507057364051597,0,0.09459145055396632,82,-0.21269043936231924,0.8982937742397326,0.9231299625914002,0.12895525860872503,7.454010161481991e-12,3.8719387504877356,-1643.0291804531805,181,mobile
6098,110,456.04102697937486,234.16594254950803,110.49313475662478,105.47044334664555,234,456,0.08538812916813572,0.09265741600374418,1.4514900427207706,4,15.363809281797073,0,0.08909693974353199,82,0.3060953916927929,-0.07063448927817717,0.31413949113594936,0.12994540080189843,0.05382120595250158,3.8719387504877356,-1643.0291804531805,181,mobile
6099,111,455.8575206788989,234.41330309184664,86.2002477182561,103.55783223528881,235,456,0.11010209691864095,0.10847066303743712,1.6840740574069128,5,14.653532597722926,0,0.10928942420395267,82,0.24736054233861182,-0.18350630047598315,0.30799642890857354,0.14100511662522777,0.09203677801135911,3.8719387504877356,-1643.0291804531805,181,mobile
6100,112,456.63996989251814,233.3398680006269,83.00464658871708,106.39970585304772,233,457,0.11414464148245951,0.11518648339098997,1.4960220436015284,4,12.647654874240919,0,0.11466674569190063,82,-1.07343509121975,0.7824492136192589,1.3283409452980621,0.1584065680784813,5.375525575748334e-16,3.8719387504877356,-1643.0291804531805,181,mobile
6101,113,457.354647020214,234.0528269858357,78.19895365185928,106.68182982591954,234,457,0.1236809056692475,0.11906032430584332,1.54227615201058,4,19.341868884432063,0,0.1213926011974739,82,0.7129589852088145,0.7146771276958361,1.0094919075661544,0.166986904256172,1.1590936694463003e-08,3.8719387504877356,-1643.0291804531805,181,mobile
6102,114,458.4409656831543,235.11373835730691,94.04858216818967,107.4669139950566,235,459,0.10518181543486024,0.10180222483828262,1.387417495813594,5,15.342227333894387,0,0.10350581452313984,82,1.0609113714712066,1.0863186629403003,1.5184272045670542,0.15952936176637694,2.12536701528986e-20,3.8719387504877356,-1643.0291804531805,181,mobile
6103,115,458.0961802848344,235.2386515290146,97.9780243660632,106.87303314091294,235,458,0.09705093136377439,0.1016696441588122,1.4864807355133014,5,13.846430367890441,0,0.09938712145433015,82,0.12491317170767502,-0.344785398319857,0.3667155182981129,0.14349652801052853,0.038178959028816614,3.8719387504877356,-1643.0291804531805,181,mobile
6104,116,457.52192263774475,234.9946890112546,87.79778293939655,104.62492692325841,235,457,0.10980604107756765,0.10708356299678373,1.5881269076911169,5,13.713702132433005,0,0.10845334508721856,82,-0.24396251775999644,-0.5742576470896665,0.6239307295788183,0.1471051595681983,0.00012406493858430024,3.8719387504877356,-1643.0291804531805,181,mobile
6105,117,456.87835637286645,236.0691848500532,111.1851044440305,106.22613924341091,236,457,0.08801766854023567,0.08944012060959643,1.4411833322289556,4,14.934000432208702,0,0.08873174502374544,82,1.0744958387986117,-0.6435662648783023,1.2524850677293287,0.14012655221465448,4.483681702614119e-18,3.8719387504877356,-1643.0291804531805,181,mobile
6106,118,456.58200581020276,236.08718988009716,120.47785273456635,104.18293218160188,236,457,0.08246114726257638,0.08155301240907736,1.518710717273776,4,15.050505852358432,0,0.08200833689587735,82,0.01800503004395182,-0.2963505626636902,0.29689701429615184,0.1208250383628604,0.048848458739479246,3.8719387504877356,-1643.0291804531805,181,mobile
6107,119,456.3187284381636,235.31421144936792,115.17267610095031,104.24004660708168,236,456,0.08734037855596855,0.08298977807492294,1.5419053192246115,4,16.73531405745377,0,0.08519285472158111,82,-0.7729784307292391,-0.2632773720391697,0.8165847347339334,0.11825053833298241,4.415589749452554e-11,3.8719387504877356,-1643.0291804531805,181,mobile
6108,120,456.4586954330406,235.22297706454984,102.15908508990576,104.58008107941451,235,456,0.09484698324525566,0.09508133026757874,1.6267360914766211,5,13.54821765272626,0,0.09496422904488351,82,-0.09123438481807966,0.1399669948769997,0.16707624794695236,0.12757753443965564,0.42420716074825154,3.8719387504877356,-1643.0291804531805,181,mobile
6109,121,457.2448804821447,236.04554023380092,113.35209724187,105.00464241855192,236,457,0.0871889055086183,0.08583536853191992,1.4858992464903356,4,11.840194224928007,0,0.08651478409728963,82,0.8225631692510831,0.7861850491041196,1.137847572763256,0.12846405203592848,9.211460171814728e-18,3.8719387504877356,-1643.0291804531805,181,mobile
6110,122,457.5833023675986,235.44130866676974,127.30146231584092,105.09985260475023,235,457,0.07977158149083546,0.07751065985000077,1.4749722728015369,4,15.77781008659549,0,0.07864924539984959,82,-0.604231567031178,0.3384218854538972,0.6925497521125277,0.11692096334433102,2.4069351376930603e-08,3.8719387504877356,-1643.0291804531805,181,mobile
6111,123,458.23187213654205,235.42946874142953,132.71690372730222,105.28203512853824,236,458,0.0757034656293558,0.07574306321173141,1.5063522329753487,5,13.496914153235977,0,0.0757232670088639,82,-0.011839925340211721,0.648569768943446,0.6486778314536552,0.10917745631979826,2.1597036089097523e-08,3.8719387504877356,-1643.0291804531805,181,mobile
6112,124,458.94196329870135,235.49944271121433,146.93549778185928,106.19809328529556,236,459,0.07020817430992361,0.06970964006200969,1.406588260620225,5,9.36769146724596,0,0.06995935126024098,82,0.06997396978479742,0.7100911621593013,0.7135305284458339,0.10309376312488297,3.963261288423756e-11,3.8719387504877356,-1643.0291804531805,181,mobile
6113,125,459.52710367456126,234.81325288662697,127.3911803688851,106.9517584052806,235,460,0.07863040657656926,0.07940982807837313,1.3838631135572637,4,17.778945672200397,0,0.0790210783077318,82,-0.686189824587359,0.5851403758599076,0.9018013832483872,0.10553976333908686,1.3989963935646e-16,3.8719387504877356,-1643.0291804531805,181,mobile
6114,126,459.13451734137846,234.8355029653738,136.9535881570435,106.35587231424049,235,459,0.0736498076713388,0.07476076602055398,1.4009682362338975,4,13.049272209553585,0,0.07420736589451621,82,0.022250078746822055,-0.39258633318280545,0.39321634631098507,0.10840232455957433,0.001389320874795704,3.8719387504877356,-1643.0291804531805,181,mobile
6115,127,458.13536817617353,234.89192708962162,134.36882155862077,104.5137922447623,235,458,0.07523831876224363,0.07511418768561157,1.4575124478820858,5,15.575442462186297,0,0.0751762788445872,82,0.05642412424782606,-0.9991491652049262,1.000741093453664,0.1056324100544986,3.238757741613073e-20,3.8719387504877356,-1643.0291804531805,181,mobile
6116,128,457.76968423428616,235.03290215140254,148.9749496842326,107.2765626793031,235,458,0.0677042525331687,0.0711044844164384,1.4100681709319072,4,19.901877457191176,0,0.06942518820717238,82,0.1409750617809209,-0.36568394188736875,0.3919167174265713,0.10232951508983337,0.0006527928658374078,3.8719387504877356,-1643.0291804531805,181,mobile
6117,129,457.7079197010925,234.9774192546405,115.88382685658078,105.2438506565747,235,458,0.0853519255595465,0.08477709468210716,1.5146177663445162,4,13.094577093994019,0,0.08506499567819106,82,-0.055482896762043765,-0.061764533193638727,0.08302535392117101,0.10979940913926618,0.7513489665191674,3.8719387504877356,-1643.0291804531805,181,mobile
6118,130,457.1653604821546,234.96620407497227,94.4832889786912,105.64762023911206,235,457,0.10231114889503833,0.10086725130424218,1.5361114659845194,4,10.608576779270205,0,0.10159176535009086,82,-0.011215179668226938,-0.5425592189379245,0.5426751204077088,0.13250260479205148,0.00022783453197976062,3.8719387504877356,-1643.0291804531805,181,mobile
6119,131,456.37835096591385,235.51251630832542,101.19650303981719,103.45153271533533,236,456,0.0963617077223171,0.09426696190825933,1.612211284508161,4,17.55124997536008,0,0.09532008923247627,82,0.5463122333531487,-0.7870095162407438,0.9580402052966226,0.139308313457005,5.3711153132242425e-11,3.8719387504877356,-1643.0291804531805,181,mobile
6120,132,457.30438672410196,235.16757485732504,111.46787959964676,106.48413150977004,235,457,0.08874044147377178,0.08922233694047133,1.4523007368894132,5,16.932041073959738,0,0.08898171543097748,82,-0.34494145100038054,0.9260357581881067,0.9881937209177508,0.1303981023340704,3.381839074901271e-13,3.8719387504877356,-1643.0291804531805,181,mobile
6121,133,457.189221188986,235.91748557162126,103.42528372534134,105.24855150394669,236,457,0.09511815516192348,0.0930977639783936,1.5478526147835157,5,16.895085054130885,0,0.09411338135245283,82,0.7499107142962202,-0.11516553511597749,0.7587022999140155,0.12951862503374437,3.537442686968474e-08,3.8719387504877356,-1643.0291804531805,181,mobile
6122,134,457.17318260842734,235.98204482029226,100.2091000719714,107.32626348275954,236,457,0.09464282391820335,0.1000010407093982,1.4280693854516318,4,15.622293371657719,0,0.09735880099450374,82,0.06455924867100293,-0.016038580558642934,0.0665216705690745,0.13541072587014513,0.8863286514699701,3.8719387504877356,-1643.0291804531805,181,mobile
6123,135,456.66365427656774,235.17137251737697,84.27318336990476,103.42492277548493,235,457,0.11170424233681885,0.11113038490535038,1.6174179103125397,4,11.53992960056178,0,0.11141768307870631,82,-0.8106723029152931,-0.5095283318595989,0.9575012812950228,0.1479616039170785,8.061541706873635e-10,3.8719387504877356,-1643.0291804531805,181,mobile
6124,136,455.96115342244065,233.84789817675502,77.23428302452245,105.40283666434848,234,456,0.12234438312687117,0.12077461844452335,1.584962047239295,4,15.759224269973902,0,0.12156203466361287,82,-1.3234743406219422,-0.702500854127095,1.4983630335582838,0.16489762998352783,1.1772119157386809e-18,3.8719387504877356,-1643.0291804531805,181,mobile
6125,137,455.8047397511814,234.30769331059275,88.39742250921782,106.32478598220959,234,456,0.10447623450739803,0.11170957838458151,1.5286053676759848,4,14.152544751992032,0,0.10815339449066264,82,0.45979513383772996,-0.15641367125925854,0.48567149561988443,0.16270981842350607,0.011622703437940692,3.8719387504877356,-1643.0291804531805,181,mobile
6126,138,456.66460895894903,235.21411736475065,89.6271633125219,104.93246566486086,235,457,0.10793465102331162,0.104987085815729,1.5686872446261757,5,12.176041306156762,0,0.10647106902723226,82,0.9064240541578954,0.8598692077676446,1.2493917001577177,0.15176707574324066,1.9220961024895706e-15,3.8719387504877356,-1643.0291804531805,181,mobile
6127,139,456.73629976327436,235.26343293993057,91.56516502594361,104.31544843136056,235,457,0.10133194495393641,0.10668579433647307,1.5477522118148082,5,11.95140899919392,0,0.10404331257065931,82,0.049315575179917914,0.07169080432532837,0.08701492619165206,0.1488660452570618,0.8429641778055273,3.8719387504877356,-1643.0291804531805,181,mobile
6128,140,455.84171181424165,235.56799460386003,87.73445125812965,106.07650601840552,235,456,0.10945014276181528,0.10905383971335207,1.4494905994208407,5,15.57800111986744,0,0.10925217093222274,82,0.30456166392946216,-0.8945879490327115,0.9450107965997193,0.15086764975991218,3.0204958464540624e-09,3.8719387504877356,-1643.0291804531805,181,mobile
6129,141,455.1718485504342,236.1287890777796,104.88300780546331,107.4321939686793,236,455,0.09324167989264606,0.09389820858209912,1.3639413114351902,4,14.954358141244544,0,0.0935705200480634,82,0.5607944739195716,-0.6698632638074287,0.8736173270817549,0.1438453303916003,9.78369103898964e-09,3.8719387504877356,-1643.0291804531805,181,mobile
6130,142,454.4978357302161,236.30052576753044,117.76879987709877,104.91834373962196,236,454,0.08490554886988226,0.08364343150745975,1.5436064101349634,5,19.76349152265351,0,0.08427685288155662,82,0.1717366897508441,-0.6740128202181381,0.6955478218102519,0.12592867089620446,2.3736083582745448e-07,3.8719387504877356,-1643.0291804531805,181,mobile
6131,143,455.3324839861845,237.11588080474533,103.91558170306126,107.49562465439774,237,455,0.09373979586330375,0.09440978991930223,1.3884364898536379,3,14.514227071713332,0,0.09407538934572804,82,0.8153550372148857,0.8346482559684318,1.1668082738405794,0.12630426284243085,2.939091108244018e-19,3.8719387504877356,-1643.0291804531805,181,mobile
6132,144,455.42661769661396,235.84280678812888,97.78903380521639,106.55280694463619,236,455,0.09841839448280118,0.09992620568651213,1.4514703893993774,5,15.829049439079332,0,0.09917516562999883,82,-1.273074016616448,0.09413371042944618,1.2765494926649539,0.13669635093259813,1.1555774342703188e-19,3.8719387504877356,-1643.0291804531805,181,mobile
6133,145,454.9369630456846,236.22656421023868,116.97244705879368,105.03992632424708,236,455,0.08443887678186979,0.08417534569333893,1.4934522125247847,4,11.609744514790759,0,0.0843072142072578,82,0.38375742210979524,-0.4896546509293671,0.6221185065573246,0.13016689227728437,1.0959648138312571e-05,3.8719387504877356,-1643.0291804531805,181,mobile
6134,146,454.5608933444692,236.01813139272605,94.9710908133602,106.09819606924525,236,455,0.09900914925631873,0.10380199841987472,1.5876672923580317,5,16.104052452262653,0,0.10143388613382531,82,-0.2084328175126302,-0.3760697012153855,0.4299682076485223,0.13189594240763547,0.00492471215294,3.8719387504877356,-1643.0291804531805,181,mobile
6135,147,453.72286892862985,236.09476710523526,80.07114217134155,106.34545523208922,236,454,0.11771949050453759,0.11839702260131886,1.5729610118731083,5,27.83983347866685,0,0.11805874259347574,82,0.07663571250921564,-0.8380244158393566,0.8415212142154767,0.15564928512191245,4.494516135050191e-07,3.8719387504877356,-1643.0291804531805,181,mobile
6136,148,452.8806440053577,235.80679746543248,71.18017784698417,105.11213779430501,236,452,0.1307224938686248,0.1320349973900935,1.5589098118494173,4,15.514639461518861,0,0.13138038464518714,82,-0.2879696398027818,-0.8422249232721697,0.8900951268426066,0.17663145861445487,3.059789825334789e-06,3.8719387504877356,-1643.0291804531805,181,mobile
6137,149,453.0684233463698,236.07714465016,75.72560630043789,106.28929709683575,236,453,0.12267676195120297,0.1277417654827564,1.4679312371461128,5,13.779792823621293,0,0.1252348724826349,82,0.2703471847275125,0.18777934101211713,0.3291636085612089,0.18150641519037047,0.19312679124506044,3.8719387504877356,-1643.0291804531805,181,mobile
6138,150,453.16566453276494,236.211785202244,76.30734555933641,104.74407185161049,237,454,0.1205867599909938,0.1251928981193649,1.603263630403241,5,15.842242752241889,0,0.12291140798284597,82,0.13464055208399373,0.0972411863951379,0.16608409495498533,0.17547360912133608,0.6389544666620919,3.8719387504877356,-1643.0291804531805,181,mobile
6139,151,454.06035809626235,237.2354491252067,79.9833478188439,105.25370917864731,237,454,0.11922473889954054,0.11627170180971762,1.5567363907215246,5,16.078089314021668,0,0.11775747748527798,82,1.0236639229627258,0.8946935634974125,1.3595456593064963,0.17021761870036065,1.4039417813892068e-14,3.8719387504877356,-1643.0291804531805,181,mobile
6140,152,453.9381428559388,238.2446868582009,93.10141616414772,106.5866310491315,238,454,0.10444808057690554,0.10204361883628664,1.4921411075617708,4,12.357774658355975,0,0.10325284906821,82,1.009237732994194,-0.12221524032355546,1.016610725236855,0.15661409369657098,7.086016098656718e-10,3.8719387504877356,-1643.0291804531805,181,mobile
6141,153,453.806504514089,239.0784767874909,110.944032766077,105.31974003855287,239,454,0.08845687718804231,0.08813022198785267,1.4762495533674147,4,18.476679665720926,0,0.08829370065154306,82,0.833789929289992,-0.1316383418497935,0.8441174676728191,0.13585627852788715,4.139776600687708e-09,3.8719387504877356,-1643.0291804531805,181,mobile
6142,154,453.1285429203088,239.64041939639847,87.23829217523627,105.2801203030768,240,453,0.11057968087618217,0.10690566618406895,1.6051706650889643,5,16.591341515881826,0,0.10875818885246727,82,0.5619426089075716,-0.6779615937801964,0.8805744819984463,0.1400861207158412,2.629191108854081e-09,3.8719387504877356,-1643.0291804531805,181,mobile
